Date,Season,Station,YSI_Temp,YSI_Salinity,YSI_DO,YSI_pH,POC,NOx,NH4,PO4,TotalChla,Distance
2002-06-04,Summer,0.0,29.29,0.09,8.06,7.67,991.3,271.785736,57.773333333333355,20.568764,11.150894282385515,0.0
2002-06-04,Summer,20.0,28.35,2.35,6.0,7.13,813.9,208.153595,48.354855,31.706059,5.544615044535027,8.672616
2002-06-04,Summer,30.0,27.65,6.08,8.27,7.89,2335.5,359.0218713243243,5.778648,32.800247,14.690651161115303,14.701952
2002-06-04,Summer,50.0,27.48,7.74,7.6,8.0,2222.5,281.64602433333334,5.445917,11.336349,10.642698830605433,19.321117
2002-06-04,Summer,60.0,27.69,10.95,8.3,8.18,1543.45,184.534125,6.384479,37.687515,4.21286360095677,26.287529
2002-06-04,Summer,70.0,27.57,11.42,7.97,8.12,1678.0,167.3782266,9.162308,7.684665,5.877852396054045,27.707521
2002-06-04,Summer,100.0,27.37,15.37,7.68,8.01,1617.55,75.76333333333334,7.544306,1.164356,5.865736919658598,36.56346
2002-06-04,Summer,120.0,26.63,16.78,7.48,7.98,1573.4,48.039699999999996,14.204914,1.303656,6.9717033077204755,42.875336
2002-06-04,Summer,140.0,26.29,18.39,7.71,8.04,1335.15,12.81,10.834021,16.379332121951222,5.463604374386263,50.378166
2002-06-04,Summer,160.0,25.79,20.2,7.56,7.99,1484.25,2.911,14.145353,0.360333,6.697017917048364,58.992
2002-06-04,Summer,180.0,25.48,21.6,7.53,8.01,1095.0,4.113142857142857,9.023283,11.272326657142859,3.7163143206760823,72.92814
2002-07-01,Summer,0.0,31.16,0.1,10.88,8.67,1319.95,42.781227,6.998655,10.669012,8.951515412231151,0.0
2002-07-01,Summer,20.0,30.36,3.09,12.5,8.35,1274.05,225.879822,25.033407,52.118607,19.49992718418109,8.672616
2002-07-01,Summer,30.0,30.52,3.07,12.2,8.43,1827.3,1.949006,7.640287,41.259838,33.24852286724509,14.701952
2002-07-01,Summer,50.0,29.51,6.33,10.36,8.49,1696.15,1.795527,8.085534,50.256714,8.128484300908825,19.321117
2002-07-01,Summer,60.0,30.25,10.24,11.92,8.56,3192.9,1.982406,9.073192,44.871468,15.274892531249073,26.287529
2002-07-01,Summer,70.0,28.63,12.58,10.76,8.48,2738.2,121.3425,8.125695,38.95816,27.237480506678605,27.707521
2002-07-01,Summer,100.0,28.31,16.64,9.6,8.23,2297.9,41.96666666666666,9.687949,25.910572,18.09709457404422,36.56346
2002-07-01,Summer,120.0,28.25,18.81,8.12,8.13,1941.2,1.165827,13.019479,24.747566,10.284977348654229,42.875336
2002-07-01,Summer,140.0,28.29,19.94,8.82,8.12,1877.45,1.5190822,10.998393,17.88962,5.213137586376203,50.378166
2002-07-01,Summer,160.0,28.17,21.91,7.82,8.02,1582.25,1.6740272,13.516511,11.967439,7.664094756136542,58.992
2002-07-01,Summer,180.0,27.32,22.58,8.41,7.91,1288.4,1.9578813999999998,11.104114,6.755176,5.407040784283155,72.92814
2002-08-12,Summer,0.0,29.03,0.1,9.16,8.16,1175.15,20.937235,14.787762,12.914611,6.927526896847372,0.0
2002-08-12,Summer,20.0,28.8,3.67,7.8,7.04,1800.7,54.061378,90.19593,43.258671,11.33089741027914,8.672616
2002-08-12,Summer,30.0,28.95,11.21,11.36,8.36,2364.55,230.43630511111112,5.264336,126.596825,11.237826839314726,14.701952
2002-08-12,Summer,50.0,28.16,13.12,8.61,8.14,2035.8,172.62145424137933,38.43443088636364,98.68409,8.950854680338024,19.321117
2002-08-12,Summer,60.0,27.22,16.79,8.61,8.29,2609.95,156.7796149375,6.542944,141.881729,17.50589390630715,26.287529
2002-08-12,Summer,70.0,27.27,17.07,8.15,8.28,1907.25,141.44597575,6.503091,135.807602,9.230486297611948,27.707521
2002-08-12,Summer,100.0,27.15,19.76,7.59,8.2,1787.75,81.1002,7.60886,92.3312,5.812884543272954,36.56346
2002-08-12,Summer,120.0,27.14,20.82,7.42,8.15,1535.2,13.70311111111111,11.737587,68.558296,5.50462532733986,42.875336
2002-08-12,Summer,140.0,26.78,23.05,7.18,8.09,1292.7,0.892,8.937962,69.325821,4.32910301363154,50.378166
2002-08-12,Summer,160.0,26.7,23.69,7.03,8.08,1344.4,0.8885000000000001,8.504562,56.423664,3.1617194348310704,58.992
2002-08-12,Summer,180.0,26.12,24.56,6.82,8.06,1131.25,0.8995,10.264271,39.065586,4.679383542954552,72.92814
2002-09-12,Fall,0.0,25.62,0.06,3.75,7.17,1055.3,227.185074,67.730186,53.822376,0.8006583090852032,0.0
2002-09-12,Fall,20.0,25.7,3.45,3.19,6.71,1186.45,167.909195,173.230179,70.233276,2.2307740484230347,8.672616
2002-09-12,Fall,30.0,27.2,9.33,6.56,7.08,3678.4,90.621666,157.898621,85.381157,12.56671659777185,14.701952
2002-09-12,Fall,50.0,25.99,10.92,6.95,7.83,2501.65,65.90271,70.326775,74.292648,9.696881259155813,19.321117
2002-09-12,Fall,60.0,26.08,15.52,9.01,8.06,2423.3,124.91648394444441,10.01371,73.034317,7.78605814231916,26.287529
2002-09-12,Fall,70.0,25.73,17.49,8.13,8.0,2233.35,106.00636415384618,12.425043,64.469109,7.8747197728856095,27.707521
2002-09-12,Fall,100.0,25.53,18.57,7.8,7.98,2408.75,90.79258623529412,9.081413,38.02087,9.983159088090382,36.56346
2002-09-12,Fall,120.0,25.43,18.29,7.9,8.02,1926.4,51.74364883333333,11.876451,52.073933,9.676607140718657,42.875336
2002-09-12,Fall,140.0,25.2,18.89,8.08,8.04,1581.15,34.15187468181818,11.177109,51.301132,9.014361091322769,50.378166
2002-09-12,Fall,160.0,25.38,21.72,7.47,7.93,1233.9,34.019985437500004,13.025783,38.347778,8.353702093896123,58.992
2002-09-12,Fall,180.0,24.96,23.34,6.91,7.63,774.75,10.684222222222221,31.155207,18.4154,8.87149504942727,72.92814
2002-10-07,Fall,0.0,26.79,0.1,6.85,8.2,656.75,362.235321,5.885919,42.344872,4.989572205586066,0.0
2002-10-07,Fall,20.0,26.43,2.76,4.88,7.81,1156.3,232.213348,82.516251,64.210365,12.74190078885925,8.672616
2002-10-07,Fall,30.0,26.97,7.67,11.36,7.97,8324.133333333333,264.61757624999996,10.612213,77.481461,34.81694683514828,14.701952
2002-10-07,Fall,50.0,26.99,9.3,9.14,8.08,2996.0,208.09996104761905,9.289697,67.255089,20.862964901208223,19.321117
2002-10-07,Fall,60.0,26.52,12.47,8.51,8.06,3173.1,143.02294897058823,10.22206,44.42606,27.637249184936447,26.287529
2002-10-07,Fall,70.0,26.46,12.95,8.95,8.14,3118.2,120.44199277272726,11.973218,44.359947,23.48555259805429,27.707521
2002-10-07,Fall,100.0,26.38,16.49,8.25,8.13,2093.7,92.90384197826089,14.296453,28.80159,8.7443866144359,36.56346
2002-10-07,Fall,120.0,26.12,18.27,7.85,8.12,1770.3,83.32921984782608,15.442059,24.166258,8.12573744719912,42.875336
2002-10-07,Fall,140.0,26.01,19.8,7.51,8.03,2213.6,71.6471126,13.444143,25.808819,9.567533387195983,50.378166
2002-10-07,Fall,160.0,25.92,20.95,6.66,7.96,1549.75,61.31777777777779,12.854185,27.699232,7.6979422568962805,58.992
2002-10-07,Fall,180.0,25.95,22.45,7.36,7.92,1738.15,28.027687500000003,15.033442,23.676109,11.252606202573356,72.92814
2002-11-04,Fall,0.0,13.67,0.06,8.89,8.45,563.6,570.0,26.9,36.8,0.4459427845598619,0.0
2002-11-04,Fall,20.0,14.32,0.37,8.35,8.43,276.0,568.0,42.0,43.9,0.4878381337282284,8.672616
2002-11-04,Fall,30.0,15.25,1.75,8.24,7.39,842.2,405.0,80.5,42.2,8.23481198483838,14.701952
2002-11-04,Fall,50.0,14.84,4.96,12.97,8.51,1957.9,243.0,10.5,35.7,10.109654343911815,19.321117
2002-11-04,Fall,60.0,14.77,9.19,11.92,8.32,1230.35,68.6,8.1,19.8,12.279391189078925,26.287529
2002-11-04,Fall,70.0,14.56,10.92,11.71,8.29,1050.35,12.2,8.22,10.6,12.662706581947276,27.707521
2002-11-04,Fall,100.0,14.68,13.19,11.02,8.17,1068.8,163.46587472222222,7.48,6.03,8.667875654479836,36.56346
2002-11-04,Fall,120.0,15.14,15.56,10.15,8.13,996.35,147.79957352941176,3.71,4.87,6.749079640200846,42.875336
2002-11-04,Fall,140.0,14.97,15.99,10.02,8.16,903.95,128.10449143333332,4.26,4.3,4.792681315059626,50.378166
2002-11-04,Fall,160.0,14.6,16.9,9.57,8.14,808.9,95.45423279166666,9.62,5.34,4.000166840832418,58.992
2002-11-04,Fall,180.0,14.69,21.2,9.0,8.14,1080.75,27.577999999999996,8.09,7.22,5.332933721951984,72.92814
2002-12-02,Winter,0.0,7.9,0.06,10.0,8.31,488.45,390.0,28.0,18.2,0.4049993529264083,0.0
2002-12-02,Winter,20.0,8.01,0.09,9.38,7.18,642.05,371.0,31.8,19.3,0.6684060692923269,8.672616
2002-12-02,Winter,30.0,9.28,2.57,9.5,7.07,1021.0,294.0,112.0,25.7,3.948077191934724,14.701952
2002-12-02,Winter,50.0,9.35,3.45,10.19,7.56,1417.9,269.0,77.6,23.0,8.452262412239133,19.321117
2002-12-02,Winter,60.0,10.13,8.16,10.74,7.82,1843.55,152.0,37.5,17.6,7.936978629781892,26.287529
2002-12-02,Winter,70.0,9.86,8.34,10.74,7.97,1774.1,150.0,42.7,14.3,8.362998580134942,27.707521
2002-12-02,Winter,100.0,9.46,12.59,11.18,8.12,1847.1,181.01431290625,20.9,7.96,10.563072895998744,36.56346
2002-12-02,Winter,120.0,9.58,12.41,10.92,8.0,1724.5,18.1,15.1,5.21,6.439198856551075,42.875336
2002-12-02,Winter,140.0,9.56,13.66,10.58,8.08,1250.8,137.32046568181818,9.57,4.36,5.682942455986191,50.378166
2002-12-02,Winter,160.0,9.09,14.52,10.68,8.12,1018.1,82.48569586363637,8.35,7.79,7.575063869512004,58.992
2002-12-01,Winter,180.0,10.663333322736953,15.140555487738718,10.215555487738715,7.929999973509047,1357.6916666666666,46.71555555555556,15.931783625730993,7.220568039215688,9.923081791766322,72.92814
2003-01-13,Winter,0.0,5.48,0.05,10.83,7.88,519.65,368.0,16.2,9.39,2.4046095589832106,0.0
2003-01-13,Winter,20.0,5.83,0.06,11.15,7.23,557.3,354.0,25.9,10.4,2.5086649663580727,8.672616
2003-01-13,Winter,30.0,6.47,1.87,11.06,6.93,956.5,282.0,87.2,12.2,5.53173550459752,14.701952
2003-01-13,Winter,50.0,6.55,2.2,10.93,7.9,1135.75,283.0,32.5,9.79,8.010271575270671,19.321117
2003-01-13,Winter,60.0,6.62,7.42,13.91,8.35,4013.0,29.0,11.5,7.9,25.21856316500863,26.287529
2003-01-13,Winter,70.0,5.79,6.23,12.52,7.92,1827.9,115.0,11.7,6.7,10.323039126816255,27.707521
2003-01-13,Winter,100.0,5.39,6.92,12.58,8.0,2077.3,90.4,15.3,6.76,10.65542928391652,36.56346
2003-01-13,Winter,120.0,5.74,6.0,13.57,8.39,1960.35,5.66,14.5,5.1,11.553932797018671,42.875336
2003-01-13,Winter,140.0,6.38,8.77,13.37,8.47,1666.8,109.6176118125,18.6,4.16,8.582651591024634,50.378166
2003-01-13,Winter,160.0,6.5,14.84,11.77,8.17,1289.7,106.47777777777777,13.0,4.06,4.271411325215754,58.992
2003-01-13,Winter,180.0,6.96,17.23,10.72,7.93,1002.6,12.23,18.2,6.46,3.2156391167738896,72.92814
2003-02-11,Winter,0.0,6.19,0.05,11.17,8.47,999.65,518.0,23.0,15.5,3.155159681782519,0.0
2003-02-11,Winter,20.0,6.55,0.07,11.36,7.75,957.95,516.0,40.7,15.6,6.012838076855484,8.672616
2003-02-11,Winter,30.0,7.93,2.6,11.86,7.24,1464.0,452.0,92.4,11.9,10.226473601067001,14.701952
2003-02-11,Winter,50.0,7.29,3.2,11.33,8.12,1834.15,400.0,65.0,9.28,15.80668005651969,19.321117
2003-02-11,Winter,60.0,6.7,9.11,13.13,8.37,2850.8,120.0,9.53,3.01,18.392953746053664,26.287529
2003-02-11,Winter,70.0,6.62,9.13,12.86,8.32,2756.9,100.0,10.6,3.07,20.70189480866154,27.707521
2003-02-11,Winter,100.0,6.75,10.31,13.06,8.4,3522.65,26.1,11.6,2.77,17.974210397614936,36.56346
2003-02-11,Winter,120.0,6.45,11.99,12.92,8.37,3007.5,314.1179084333333,15.3,2.66,15.83892920345206,42.875336
2003-02-11,Winter,140.0,6.7,13.36,12.41,8.22,2609.95,204.97242885714286,13.4,2.39,10.735848280935196,50.378166
2003-02-11,Winter,160.0,6.29,15.36,11.73,8.07,1553.9,131.2604590625,14.1,2.21,6.23106295007061,58.992
2003-02-11,Winter,180.0,5.76,17.1,11.34,8.06,946.25,99.295,16.5,2.26,4.08908644575553,72.92814
2003-03-11,Spring,0.0,10.92,0.04,8.61,7.22,887.3,467.0,25.2,17.9,3.4532368970971286,0.0
2003-03-11,Spring,20.0,10.92,0.05,8.47,7.83,931.1,461.0,25.1,18.2,2.0218038418954967,8.672616
2003-03-11,Spring,30.0,11.07,0.05,8.66,7.08,1069.25,440.0,58.7,21.9,2.425473333092735,14.701952
2003-03-11,Spring,50.0,11.38,0.11,9.17,6.95,932.35,463.0,32.2,18.5,2.3449602420837907,19.321117
2003-03-11,Spring,60.0,11.26,0.42,9.75,6.99,979.4,503.0,46.9,17.3,4.378751658339871,26.287529
2003-03-11,Spring,70.0,11.46,0.61,10.38,7.9,1063.45,392.0,22.9,14.3,8.072831532935822,27.707521
2003-03-11,Spring,100.0,11.09,2.86,10.81,7.89,1462.5,309.0,15.5,6.85,12.193746839133844,36.56346
2003-03-11,Spring,120.0,10.76,5.0,11.14,8.05,2261.8,119.0,14.6,2.81,13.876072109995294,42.875336
2003-03-11,Spring,140.0,10.56,7.07,11.28,7.93,2738.5,21.2,13.1,2.99,19.27810218546995,50.378166
2003-03-25,Spring,160.0,16.01,5.43,11.16,8.48,1974.5,9.84,10.2,2.38,16.343247899576337,58.992
2003-03-25,Spring,180.0,14.76,11.96,9.46,7.86,967.5,21.816000000000003,9.62,1.95,7.023313438380669,72.92814
2003-04-08,Spring,0.0,15.14,0.04,6.38,7.22,611.4,324.0,43.8,25.1,0.4856269249568491,0.0
2003-04-08,Spring,20.0,15.42,0.05,6.21,7.38,642.05,315.0,87.9,25.3,0.5094719103248077,8.672616
2003-04-08,Spring,30.0,15.37,0.06,6.28,7.15,781.9,327.0,50.9,31.3,0.5685707773811391,14.701952
2003-04-08,Spring,50.0,16.14,0.06,7.68,7.59,665.25,391.0,86.9,31.6,1.3964175449552803,19.321117
2003-04-08,Spring,60.0,16.6,0.13,8.7,7.58,983.05,325.0,65.2,40.8,4.431725006629531,26.287529
2003-04-08,Spring,70.0,16.65,0.19,8.59,7.95,961.45,331.0,93.4,42.5,2.6451075251843714,27.707521
2003-04-08,Spring,100.0,16.06,1.96,8.86,7.62,841.9,277.0,113.0,27.4,4.656126104817198,36.56346
2003-04-08,Spring,120.0,16.11,3.69,8.84,7.64,1219.95,222.0,73.7,15.4,8.600755274752862,42.875336
2003-04-08,Spring,140.0,16.06,6.29,8.38,7.61,2102.75,122.0,46.0,8.68,16.856614255609603,50.378166
2003-04-08,Spring,160.0,15.82,7.69,8.64,7.88,2093.7,9.92,12.1,4.72,16.94989276463204,58.992
2003-04-24,Spring,180.0,17.98,5.73,10.0,8.28,1111.7,6.416666666666667,12.5,7.01,7.75984355662953,72.92814
2003-05-05,Spring,0.0,18.34,0.04,6.17,7.34,690.65,260.0,46.7,31.0,1.0842638686960613,0.0
2003-05-05,Spring,20.0,18.45,0.04,6.05,6.98,656.25,263.0,57.0,31.9,0.842310582112035,8.672616
2003-05-05,Spring,30.0,19.12,0.05,5.89,7.06,675.35,270.0,99.2,40.4,1.5471325938725875,14.701952
2003-05-05,Spring,50.0,19.8,0.05,6.84,7.71,793.55,289.0,58.5,48.8,4.577703991369842,19.321117
2003-05-05,Spring,60.0,19.82,0.41,9.08,7.68,1239.45,245.0,23.5,30.2,18.732066918758825,26.287529
2003-05-05,Spring,70.0,19.75,0.65,9.54,7.74,1448.45,194.0,19.2,17.5,21.27011116534599,27.707521
2003-05-05,Spring,100.0,19.51,0.93,8.84,7.56,1304.05,206.0,51.1,18.8,19.385377175545266,36.56346
2003-05-05,Spring,120.0,19.45,1.21,8.7,7.74,1100.25,201.0,57.0,17.0,13.72921491467911,42.875336
2003-05-05,Spring,140.0,19.1,3.28,8.6,7.57,1493.6,101.0,37.9,8.58,23.964751335242426,50.378166
2003-05-05,Spring,160.0,18.83,5.57,8.57,7.54,1912.55,18.916,21.4,5.46,17.103840987603952,58.992
2003-05-05,Spring,180.0,18.94,6.79,7.69,7.43,2099.5,1.4352500000000001,30.6,8.66,16.311243397018668,72.92814
2003-06-02,Summer,0.0,20.48,0.04,6.4,7.54,1248.7,523.0,59.2,33.5,1.3052326272163817,0.0
2003-06-02,Summer,20.0,20.67,0.04,6.19,6.69,1243.55,527.0,72.0,38.2,1.073149800211831,8.672616
2003-06-02,Summer,30.0,23.52,0.04,6.54,7.0,902.45,535.0,53.4,36.8,2.0213270990114545,14.701952
2003-06-02,Summer,50.0,23.17,0.05,7.56,7.0,1266.15,599.0,44.6,37.6,2.9593657703593275,19.321117
2003-06-02,Summer,60.0,23.28,0.06,7.59,7.18,3426.05,600.0,47.8,50.5,3.996775536599717,26.287529
2003-06-02,Summer,70.0,23.03,0.06,7.89,7.66,1418.75,624.0,48.8,44.0,3.5827306147418794,27.707521
2003-06-02,Summer,100.0,22.81,0.55,8.91,7.78,1755.6,149.0,48.6,38.4,17.915433018358698,36.56346
2003-06-02,Summer,120.0,22.12,1.68,7.79,7.69,1789.5,146.0,31.2,26.6,17.714197337831475,42.875336
2003-06-02,Summer,140.0,22.19,2.31,9.17,7.99,1898.55,65.4,25.4,7.13,26.23839931033265,50.378166
2003-06-02,Summer,160.0,21.78,4.74,8.77,7.92,1940.8,2.911,19.1,5.22,20.99109111952769,58.992
2003-06-02,Summer,180.0,21.86,6.58,8.26,7.59,1438.75,11.1,50.2,5.14,8.726082196861759,72.92814
2003-07-16,Summer,0.0,25.87,0.04,5.07,6.77,725.1,333.0,26.9,42.5,0.5735530541660128,0.0
2003-07-16,Summer,20.0,25.84,0.04,4.97,7.03,816.7,334.0,35.3,49.3,0.40448497244625764,8.672616
2003-07-16,Summer,30.0,27.29,0.05,5.02,7.05,622.7,255.0,36.4,41.0,1.2440636923740778,14.701952
2003-07-16,Summer,50.0,29.14,0.0,7.81,7.54,796.85,257.0,27.8,51.3,5.067855269025577,19.321117
2003-07-16,Summer,60.0,28.31,0.07,7.68,7.87,1309.05,178.0,15.197900230769232,42.4,11.99412957523929,26.287529
2003-07-16,Summer,70.0,28.03,0.12,7.45,8.48,1324.1,180.0,6.51,40.1,15.520124127569433,27.707521
2003-07-16,Summer,100.0,28.54,1.34,10.4,8.52,2519.85,41.96666666666666,13.119202666666668,34.4,26.36992441267849,36.56346
2003-07-16,Summer,120.0,28.53,2.39,10.47,8.51,2773.4,6.812133875000001,13.788658205128204,37.2,34.886789667660445,42.875336
2003-07-16,Summer,140.0,27.99,4.89,8.2,8.09,3027.6,1.5190822,4.6,44.5,18.69869230315393,50.378166
2003-07-16,Summer,160.0,28.19,6.63,8.33,8.12,1459.85,1.6740272,17.10460105128205,39.3,10.226835340185156,58.992
2003-07-16,Summer,180.0,28.09,8.5,8.44,8.16,1213.7,1.9578813999999998,13.010349529411764,23.2,8.735424684606937,72.92814
2003-08-12,Summer,0.0,26.19,0.04,5.08,7.58,672.75,300.0,31.3,42.9,0.5866625873439286,0.0
2003-08-12,Summer,20.0,26.14,0.05,4.99,7.41,568.6,314.0,48.6,48.2,0.4020053717692945,8.672616
2003-08-12,Summer,30.0,27.03,0.07,5.7,7.37,683.6,307.0,45.2,48.3,1.2932278022909147,14.701952
2003-08-12,Summer,50.0,27.82,0.07,7.62,8.08,674.3,303.0,6.86,46.3,14.693771288785276,19.321117
2003-08-12,Summer,60.0,27.56,0.24,8.39,8.17,1164.2,216.0,11.3,38.0,17.35999171312008,26.287529
2003-08-12,Summer,70.0,27.23,0.26,8.05,8.56,1070.75,225.0,10.6,40.4,13.989894473560334,27.707521
2003-08-12,Summer,100.0,27.49,2.5,10.16,8.69,2007.55,4.14,8.16,26.8,25.895015614669028,36.56346
2003-08-12,Summer,120.0,27.47,4.3,9.55,8.69,2380.15,3.7,6.11,82.7,18.574628630203314,42.875336
2003-08-12,Summer,140.0,27.41,7.07,8.23,8.1,2111.6,0.892,5.59,101.0,7.018157087713791,50.378166
2003-08-12,Summer,160.0,27.47,8.95,7.81,8.02,1281.45,0.8885000000000001,8.85,106.0,9.567263651090537,58.992
2003-08-12,Summer,180.0,27.14,11.12,6.96,7.86,1685.6,0.8995,13.7,66.3,12.452599406370624,72.92814
2003-09-11,Fall,0.0,23.17,0.06,4.83,8.76,438.55,495.0,49.0,39.5,0.5227777673437088,0.0
2003-09-11,Fall,20.0,23.78,1.79,3.77,6.88,479.05,398.0,221.0,106.0,0.401053567747347,8.672616
2003-09-11,Fall,30.0,23.75,5.98,5.22,6.87,1513.25,237.0,448.0,246.0,14.00740894503261,14.701952
2003-09-11,Fall,50.0,23.77,6.51,8.06,7.73,6806.25,150.0,15.8,196.0,58.009160033728655,19.321117
2003-09-11,Fall,60.0,23.18,7.1,7.69,7.7,1249.75,93.3,12.8,141.0,11.550893282227406,26.287529
2003-09-11,Fall,70.0,23.24,8.21,6.98,7.74,1889.55,42.4,20.4,130.0,17.34019704146549,27.707521
2003-09-11,Fall,100.0,23.57,8.48,6.72,7.52,3115.95,90.79258623529412,9.88,91.1,48.2513924342119,36.56346
2003-09-11,Fall,120.0,23.09,6.53,7.31,7.85,3428.4,19.9,27.6,75.9,52.70631515040708,42.875336
2003-09-11,Fall,140.0,23.55,10.81,7.05,7.57,1386.85,3.76,119.0,68.0,7.092018837086295,50.378166
2003-09-11,Fall,160.0,23.79,11.53,6.87,7.41,1350.25,34.019985437500004,128.0,63.1,7.80881450494089,58.992
2003-09-01,Fall,180.0,26.4961110136244,17.45888878292508,7.424999930063884,8.016111056009926,1593.2694444444444,9.34796296296296,15.925605472222223,33.115435527777784,11.226707753733628,72.92814
2003-10-06,Fall,0.0,19.7,0.05,5.93,7.9,670.25,410.0,63.4,31.1,0.3552355570512289,0.0
2003-10-06,Fall,20.0,19.4,0.07,5.61,7.28,694.65,367.0,67.4,39.2,0.9043277727519045,8.672616
2003-10-06,Fall,30.0,20.62,0.13,5.63,7.14,1133.15,230.0,73.2,41.1,9.878610368429461,14.701952
2003-10-06,Fall,50.0,21.21,0.31,6.27,7.66,1069.35,193.0,62.8,45.5,6.149253685725373,19.321117
2003-10-06,Fall,60.0,21.47,1.07,11.08,7.87,5405.9,90.5,21.1,38.6,29.784474503317874,26.287529
2003-10-06,Fall,70.0,21.18,1.08,8.64,7.93,2048.2,115.0,15.3,35.5,14.875922405392531,27.707521
2003-10-06,Fall,100.0,21.61,2.67,10.02,8.08,2494.8,4.81,11.8,14.1,16.045783126608487,36.56346
2003-10-06,Fall,120.0,22.1,3.0,12.11,8.53,2299.5,5.02,12.2,8.72,12.520578749170605,42.875336
2003-10-06,Fall,140.0,21.61,4.08,10.95,8.35,1843.75,5.18,14.6,6.82,11.242470743386761,50.378166
2003-10-06,Fall,160.0,21.41,6.11,10.39,8.32,2538.75,5.49,14.3,8.9,11.878423540223114,58.992
2003-10-06,Fall,180.0,21.1,9.63,9.14,7.88,2158.2,6.55,13.1,9.6,12.694103293190597,72.92814
2003-11-03,Fall,0.0,16.38,0.05,6.43,7.26,347.25,582.0,27.3,33.9,0.6835880368253598,0.0
2003-11-03,Fall,20.0,16.4,0.05,6.02,6.88,324.85,550.0,26.7,40.1,0.26522014670051997,8.672616
2003-11-03,Fall,30.0,17.78,0.05,6.38,6.73,598.1,559.0,31.7,39.3,0.8935673920864704,14.701952
2003-11-03,Fall,50.0,17.74,0.05,6.15,7.37,1564.55,523.0,31.3,45.6,0.8619476023902027,19.321117
2003-11-03,Fall,60.0,19.64,0.09,6.89,7.59,1087.15,400.0,26.0,52.6,6.421936388784397,26.287529
2003-11-03,Fall,70.0,18.82,0.28,9.08,7.93,1212.75,316.0,16.9,31.8,6.60161865894931,27.707521
2003-11-03,Fall,100.0,20.27,0.4,10.05,8.27,3211.85,282.0,17.0,29.5,12.787345030302292,36.56346
2003-11-03,Fall,120.0,19.51,1.85,12.91,8.77,3293.6,23.5,24.5,12.5,38.180154271203996,42.875336
2003-11-03,Fall,140.0,19.26,4.36,10.99,8.19,2250.3,5.15,16.6,8.42,19.42490908047783,50.378166
2003-11-03,Fall,160.0,19.48,5.88,9.99,8.01,2031.55,5.2,15.5,8.04,7.703529899933292,58.992
2003-11-03,Fall,180.0,19.19,8.9,9.76,7.65,1253.1,6.09,27.1,9.36,9.076559835158646,72.92814
2003-12-01,Winter,0.0,10.98,0.06,8.88,8.12,434.95,555.0,55.1,21.1,0.3487364301243986,0.0
2003-12-01,Winter,20.0,11.46,0.07,8.31,8.16,401.9,486.0,71.2,23.1,0.0696546967028748,8.672616
2003-12-01,Winter,30.0,11.6,0.08,9.19,7.77,441.1,435.0,60.4,24.0,0.6561580033217461,14.701952
2003-12-01,Winter,50.0,10.6,0.26,10.53,8.31,805.75,422.0,56.5,31.6,0.7954236044806017,19.321117
2003-12-01,Winter,60.0,11.56,1.79,10.2,7.91,1017.4,392.0,71.5,29.3,5.229839037058753,26.287529
2003-12-01,Winter,70.0,11.18,3.36,10.33,7.81,1467.2,271.0,64.6,19.9,8.255044988722336,27.707521
2003-12-01,Winter,100.0,12.0,3.34,10.13,7.93,1435.5,263.0,41.9,7.81,11.910391880455885,36.56346
2003-12-01,Winter,120.0,12.02,3.96,10.68,8.03,3805.7,239.0,22.1,16.4,26.212012035445866,42.875336
2003-12-01,Winter,140.0,12.04,5.64,10.4,8.03,3027.8,126.0,18.0,10.7,10.463513023738383,50.378166
2003-12-01,Winter,160.0,12.42,7.85,10.24,7.96,3276.7,14.7,21.3,7.37,14.065300210081666,58.992
2003-12-01,Winter,180.0,12.37,9.32,9.95,7.79,1318.45,6.33,15.1,6.54,8.6054705483698,72.92814
2004-01-14,Winter,0.0,5.25,0.06,12.03,8.26,534.0,766.0,58.6,12.9,1.172622313928263,0.0
2004-01-14,Winter,20.0,5.32,0.07,11.52,8.75,542.45,728.0,92.8,16.3,0.7798684196399137,8.672616
2004-01-14,Winter,30.0,6.03,0.64,11.47,7.43,544.4,667.0,97.7,18.7,1.3447258442225043,14.701952
2004-01-14,Winter,50.0,6.39,4.0,12.93,8.06,2793.9,429.0,14.0,10.6,33.429044033718824,19.321117
2004-01-14,Winter,60.0,5.82,5.69,13.18,8.03,2272.85,276.0,14.5,4.25,19.645952680974656,26.287529
2004-01-14,Winter,70.0,5.8,6.25,13.0,7.97,3073.75,194.0,12.6,3.41,28.35065377964876,27.707521
2004-01-14,Winter,100.0,5.41,6.9,12.92,8.27,2234.95,132.0,16.6,2.81,19.14440633333055,36.56346
2004-01-14,Winter,120.0,5.72,7.23,13.59,8.02,3580.85,89.1,17.1,3.28,37.888819645845345,42.875336
2004-01-14,Winter,140.0,5.84,8.46,13.14,7.8,2786.1,14.4,19.5,2.38,25.19588712496967,50.378166
2004-01-14,Winter,160.0,6.03,8.57,12.85,7.31,3120.1,106.47777777777777,22.7,1.88,28.721958410152187,58.992
2004-01-01,Winter,180.0,7.527499975562097,15.039999911785127,11.273749859333039,7.983749899864197,1259.59375,12.702499999999997,14.704795375000002,6.273125000000001,8.536044143692736,72.92814
2004-02-09,Winter,0.0,7.84,0.06,11.08,7.26,1085.95,659.0,17.6,9.68,4.710919924004426,0.0
