date,flow (cfs)
6/19/1979,4610.777911
6/20/1979,5175.237035
6/21/1979,5754.550347
6/22/1979,5932.800597
6/23/1979,4922.715848
6/24/1979,3674.9641
6/25/1979,3036.234038
6/26/1979,2828.275414
6/27/1979,2887.692164
6/28/1979,2813.421226
6/29/1979,2501.483289
6/30/1979,2100.420227
7/1/1979,1818.190665
7/2/1979,1714.211353
7/3/1979,1565.669478
7/4/1979,1521.106916
7/5/1979,1491.398541
7/6/1979,1412.671347
7/7/1979,1295.323266
7/8/1979,1206.198141
7/9/1979,1093.306316
7/10/1979,967.0457228
7/11/1979,903.1727166
7/12/1979,852.6684792
7/13/1979,797.7079856
7/14/1979,765.0287731
7/15/1979,753.1454231
7/16/1979,753.1454231
7/17/1979,766.5141919
7/18/1979,799.1934043
7/19/1979,1188.373116
7/20/1979,1164.606416
7/21/1979,1115.587598
7/22/1979,2382.649789
7/23/1979,2501.483289
7/24/1979,2115.274415
7/25/1979,2130.128602
7/26/1979,2456.920727
7/27/1979,2338.087227
7/28/1979,2783.712851
7/29/1979,2887.692164
7/30/1979,2323.23304
7/31/1979,1699.357165
8/1/1979,1342.856666
8/2/1979,1121.529273
8/3/1979,1010.122866
8/4/1979,1001.210354
8/5/1979,876.4351792
8/6/1979,827.4163605
8/7/1979,756.1162606
8/8/1979,669.9619732
8/9/1979,711.5536982
8/10/1979,770.9704481
8/11/1979,696.6995107
8/12/1979,641.739017
8/13/1979,617.9723171
8/14/1979,607.5743858
8/15/1979,560.0409859
8/16/1979,503.5950735
8/17/1979,448.6345798
8/18/1979,448.6345798
8/19/1979,460.5179298
8/20/1979,438.2366486
8/21/1979,496.1679798
8/22/1979,497.6533985
8/23/1979,577.8660109
8/24/1979,487.2554673
8/25/1979,543.7013797
8/26/1979,776.9121231
8/27/1979,750.1745856
8/28/1979,701.1557669
8/29/1979,805.1350793
8/30/1979,806.620498
8/31/1979,784.3392168
9/1/1979,834.8434542
9/2/1979,987.8415853
9/3/1979,1320.575385
9/4/1979,1610.232041
9/5/1979,3377.88035
9/6/1979,6111.050846
9/7/1979,8725.387843
9/8/1979,10656.43221
9/9/1979,11785.35046
9/10/1979,13241.06084
9/11/1979,14815.60471
9/12/1979,16152.48158
9/13/1979,16746.64908
9/14/1979,16152.48158
9/15/1979,12082.43421
9/16/1979,7611.323782
9/17/1979,4907.861661
9/18/1979,3125.359163
9/19/1979,2546.045852
9/20/1979,2130.128602
9/21/1979,1862.753228
9/22/1979,1729.06554
9/23/1979,1773.628103
9/24/1979,2070.711852
9/25/1979,2219.253727
9/26/1979,2427.212352
9/27/1979,2961.963101
9/28/1979,3080.796601
9/29/1979,2813.421226
9/30/1979,3823.505975
10/1/1979,4670.194661
10/2/1979,5219.799598
10/3/1979,5724.841972
10/4/1979,6333.863659
10/5/1979,6616.093221
10/6/1979,6319.009471
10/7/1979,5175.237035
10/8/1979,4150.298099
10/9/1979,3838.360162
10/10/1979,3600.693163
10/11/1979,3229.338476
10/12/1979,2724.296101
10/13/1979,2293.524665
10/14/1979,2041.003477
10/15/1979,1966.73254
10/16/1979,1892.461603
10/17/1979,1847.89904
10/18/1979,1788.48229
10/19/1979,1699.357165
10/20/1979,1625.086228
10/21/1979,1535.961103
10/22/1979,1446.835978
10/23/1979,1387.419228
10/24/1979,1400.787997
10/25/1979,1333.944154
10/26/1979,1276.012822
10/27/1979,1287.896172
10/28/1979,1506.252728
10/29/1979,1595.377853
10/30/1979,1433.46721
10/31/1979,1289.381591
11/1/1979,1197.285629
11/2/1979,1137.868879
11/3/1979,1137.868879
11/4/1979,1226.994004
11/5/1979,1951.878353
11/6/1979,3660.109913
11/7/1979,4387.965099
11/8/1979,5011.840973
11/9/1979,5516.883347
11/10/1979,5650.571035
11/11/1979,4655.340474
11/12/1979,4031.4646
11/13/1979,4298.839974
11/14/1979,5026.695161
11/15/1979,5903.092222
11/16/1979,6794.34347
11/17/1979,7670.740532
11/18/1979,8472.866655
11/19/1979,9200.721842
11/20/1979,9898.868653
11/21/1979,10537.59871
11/22/1979,11057.49528
11/23/1979,11250.59971
11/24/1979,10507.89034
11/25/1979,7551.907032
11/26/1979,5457.466597
11/27/1979,4833.590723
11/28/1979,4848.444911
11/29/1979,5427.758222
11/30/1979,6170.467596
12/1/1979,6987.447908
12/2/1979,7700.448907
12/3/1979,8339.178968
12/4/1979,8844.221342
12/5/1979,9007.617405
12/6/1979,8279.762218
12/7/1979,5992.217347
12/8/1979,4744.465598
12/9/1979,4402.819286
12/10/1979,4373.110911
12/11/1979,4328.548349
12/12/1979,4135.443912
12/13/1979,3868.068537
12/14/1979,3749.235037
12/15/1979,3749.235037
12/16/1979,3764.089225
12/17/1979,3689.818288
12/18/1979,3556.1306
12/19/1979,3392.734538
12/20/1979,3214.484288
12/21/1979,3036.234038
12/22/1979,2857.983789
12/23/1979,2739.150289
12/24/1979,2650.025164
12/25/1979,2620.316789
12/26/1979,2679.733539
12/27/1979,2754.004476
12/28/1979,2961.963101
12/29/1979,3125.359163
12/30/1979,3110.504976
12/31/1979,2947.108914
1/1/1980,2783.712851
1/2/1980,2664.879352
1/3/1980,2575.754227
1/4/1980,2486.629102
1/5/1980,2501.483289
1/6/1980,2590.608414
1/7/1980,2590.608414
1/8/1980,2798.567039
1/9/1980,3214.484288
1/10/1980,3615.54735
1/11/1980,4120.589724
1/12/1980,4759.319786
1/13/1980,5175.237035
1/14/1980,5398.049847
1/15/1980,5769.404534
1/16/1980,6319.009471
1/17/1980,6809.197658
1/18/1980,7195.406532
1/19/1980,7418.219344
1/20/1980,7150.84397
1/21/1980,6586.384846
1/22/1980,6467.551346
1/23/1980,6913.17697
1/24/1980,7507.344469
1/25/1980,8042.095219
1/26/1980,8576.845968
1/27/1980,9096.742529
1/28/1980,9586.930716
1/29/1980,9884.014466
1/30/1980,10017.70215
1/31/1980,10062.26472
2/1/1980,9616.639091
2/2/1980,7952.970094
2/3/1980,6363.572034
2/4/1980,5591.154285
2/5/1980,4833.590723
2/6/1980,4358.256724
2/7/1980,4076.027162
2/8/1980,3912.6311
2/9/1980,3927.485287
2/10/1980,4328.548349
2/11/1980,4878.153286
2/12/1980,5546.591722
2/13/1980,6259.592721
2/14/1980,7002.302095
2/15/1980,7581.615407
2/16/1980,7848.990781
2/17/1980,7685.594719
2/18/1980,7121.135595
2/19/1980,6497.259721
2/20/1980,6111.050846
2/21/1980,5888.238034
2/22/1980,5546.591722
2/23/1980,5071.257723
2/24/1980,4818.736536
2/25/1980,4744.465598
2/26/1980,4685.048849
2/27/1980,4759.319786
2/28/1980,4863.299098
2/29/1980,4952.424223
3/1/1980,5071.257723
3/2/1980,5041.549348
3/3/1980,4803.882348
3/4/1980,4462.236036
3/5/1980,4283.985787
3/6/1980,4729.611411
3/7/1980,6200.175971
3/8/1980,7789.574031
3/9/1980,8784.804592
3/10/1980,9646.347466
3/11/1980,10151.38984
3/12/1980,10552.4529
3/13/1980,11235.74553
3/14/1980,11785.35046
3/15/1980,11948.74653
3/16/1980,11607.10021
3/17/1980,10894.09921
3/18/1980,10745.55734
3/19/1980,11206.03715
3/20/1980,11324.87065
3/21/1980,11087.20365
3/22/1980,10923.80759
3/23/1980,10968.37015
3/24/1980,11176.32878
3/25/1980,11547.68346
3/26/1980,11696.22534
3/27/1980,11740.7879
3/28/1980,11829.91303
3/29/1980,13003.39384
3/30/1980,13939.20765
3/31/1980,14518.52096
4/1/1980,14503.66677
4/2/1980,14206.58302
4/3/1980,13835.22833
4/4/1980,13508.43621
4/5/1980,13003.39384
4/6/1980,12230.97609
4/7/1980,11161.47459
4/8/1980,9111.596717
4/9/1980,7284.531657
4/10/1980,5873.383847
4/11/1980,5190.091223
4/12/1980,4640.486286
4/13/1980,4417.673474
4/14/1980,4625.632099
4/15/1980,4907.861661
4/16/1980,5323.77891
4/17/1980,6036.779909
4/18/1980,6942.885345
4/19/1980,7804.428219
4/20/1980,8487.720843
4/21/1980,8844.221342
4/22/1980,8963.054842
4/23/1980,8636.262718
4/24/1980,6645.801596
4/25/1980,4759.319786
4/26/1980,3645.255725
4/27/1980,3169.921726
4/28/1980,3318.463601
4/29/1980,4298.839974
4/30/1980,4893.007473
5/1/1980,5457.466597
5/2/1980,5576.300097
5/3/1980,5264.36216
5/4/1980,4566.215349
5/5/1980,3734.38085
5/6/1980,3080.796601
5/7/1980,2694.587726
5/8/1980,2412.358164
5/9/1980,2174.691165
5/10/1980,1996.440915
5/11/1980,1862.753228
5/12/1980,1758.773915
5/13/1980,1684.502978
5/14/1980,1610.232041
5/15/1980,1506.252728
5/16/1980,1393.360903
5/17/1980,1299.779522
5/18/1980,1363.652528
5/19/1980,1669.648791
5/20/1980,1743.919728
5/21/1980,3422.442913
5/22/1980,4254.277412
5/23/1980,4298.839974
5/24/1980,4506.798599
5/25/1980,5204.94541
5/26/1980,5502.02916
5/27/1980,5635.716847
5/28/1980,5739.696159
5/29/1980,5828.821284
5/30/1980,5709.987785
5/31/1980,4462.236036
6/1/1980,2798.567039
6/2/1980,2026.14929
6/3/1980,1654.794603
6/4/1980,1476.544353
6/5/1980,1338.40041
6/6/1980,1224.023166
6/7/1980,1137.868879
6/8/1980,1026.462473
6/9/1980,926.9394166
6/10/1980,897.2310417
6/11/1980,1081.422966
6/12/1980,1595.377853
6/13/1980,1580.523666
6/14/1980,1219.56691
6/15/1980,952.1915353
6/16/1980,821.4746855
6/17/1980,757.6016794
6/18/1980,794.7371481
6/19/1980,907.6289729
6/20/1980,855.6393167
6/21/1980,727.8933044
6/22/1980,702.6411857
6/23/1980,678.8744857
6/24/1980,619.4577358
6/25/1980,600.1472921
6/26/1980,1120.043854
6/27/1980,1354.740016
6/28/1980,2174.691165
6/29/1980,3140.213351
6/30/1980,3808.651787
7/1/1980,4328.548349
7/2/1980,4610.777911
7/3/1980,4165.152287
7/4/1980,2501.483289
7/5/1980,1951.878353
7/6/1980,1535.961103
7/7/1980,1302.75036
7/8/1980,1206.198141
7/9/1980,1137.868879
7/10/1980,1091.820898
7/11/1980,1016.064541
7/12/1980,944.7644416
7/13/1980,916.5414854
7/14/1980,898.7164604
7/15/1980,883.8622729
7/16/1980,839.2997105
7/17/1980,782.8537981
7/18/1980,806.620498
7/19/1980,765.0287731
7/20/1980,689.272417
7/21/1980,649.1661108
7/22/1980,753.1454231
7/23/1980,762.0579356
7/24/1980,817.0184293
7/25/1980,919.5123229
7/26/1980,745.7183294
7/27/1980,831.8726168
7/28/1980,860.095573
7/29/1980,920.9977416
7/30/1980,885.3476917
7/31/1980,745.7183294
8/1/1980,665.505717
8/2/1980,632.8265045
8/3/1980,683.330742
8/4/1980,684.8161607
8/5/1980,577.8660109
8/6/1980,570.4389171
8/7/1980,539.2451234
8/8/1980,503.5950735
8/9/1980,485.7700485
8/10/1980,478.3429548
8/11/1980,454.5762548
8/12/1980,450.1199986
8/13/1980,410.0136924
8/14/1980,380.3053174
8/15/1980,359.509455
8/16/1980,349.1115237
8/17/1980,372.8782237
8/18/1980,368.4219674
8/19/1980,371.3928049
8/20/1980,448.6345798
8/21/1980,879.4060167
8/22/1980,522.9055172
8/23/1980,426.3532986
8/24/1980,393.6740862
8/25/1980,353.56778
8/26/1980,331.2864987
8/27/1980,322.3739863
8/28/1980,317.91773
8/29/1980,306.03438
8/30/1980,292.6656113
8/31/1980,276.3260051
9/1/1980,262.9572363
9/2/1980,252.5593051
9/3/1980,502.1096547
9/4/1980,598.6618733
9/5/1980,518.449261
9/6/1980,438.2366486
9/7/1980,592.7201984
9/8/1980,692.2432545
9/9/1980,597.1764546
9/10/1980,597.1764546
9/11/1980,577.8660109
9/12/1980,502.1096547
9/13/1980,432.2949736
9/14/1980,375.8490612
9/15/1980,340.1990112
9/16/1980,310.4906363
9/17/1980,288.2093551
9/18/1980,280.7822613
9/19/1980,304.5489613
9/20/1980,294.1510301
9/21/1980,300.092705
9/22/1980,378.8198987
9/23/1980,454.5762548
9/24/1980,444.1783236
9/25/1980,785.8246356
9/26/1980,1259.673216
9/27/1980,972.9873978
9/28/1980,701.1557669
9/29/1980,695.214092
9/30/1980,769.4850293
10/1/1980,1286.410754
10/2/1980,1506.252728
10/3/1980,1565.669478
10/4/1980,1699.357165
10/5/1980,1803.336478
10/6/1980,1580.523666
10/7/1980,1396.331741
10/8/1980,1270.071147
10/9/1980,1149.752229
10/10/1980,1182.431441
10/11/1980,1051.714591
10/12/1980,910.5998104
10/13/1980,794.7371481
10/14/1980,716.0099544
10/15/1980,637.2827608
10/16/1980,565.9826609
10/17/1980,525.8763547
10/18/1980,503.5950735
10/19/1980,503.5950735
10/20/1980,496.1679798
10/21/1980,479.8283735
10/22/1980,459.0325111
10/23/1980,450.1199986
10/24/1980,476.857536
10/25/1980,616.4868983
10/26/1980,955.1623728
10/27/1980,1085.879223
10/28/1980,1056.170848
10/29/1980,1026.462473
10/30/1980,1085.879223
10/31/1980,1198.771047
11/1/1980,1198.771047
11/2/1980,1120.043854
11/3/1980,1136.38346
11/4/1980,1216.596072
11/5/1980,1506.252728
11/6/1980,1773.628103
11/7/1980,1595.377853
11/8/1980,1506.252728
11/9/1980,1476.544353
11/10/1980,1360.681691
11/11/1980,1216.596072
11/12/1980,1081.422966
11/13/1980,986.3561665
11/14/1980,923.9685791
11/15/1980,880.8914354
11/16/1980,869.0080854
11/17/1980,866.037248
11/18/1980,863.0664105
11/19/1980,897.2310417
11/20/1980,958.1332103
11/21/1980,1228.479422
11/22/1980,1714.211353
11/23/1980,1758.773915
11/24/1980,1669.648791
11/25/1980,1595.377853
11/26/1980,1565.669478
11/27/1980,1625.086228
11/28/1980,1847.89904
11/29/1980,1966.73254
11/30/1980,1862.753228
12/1/1980,1729.06554
12/2/1980,1625.086228
12/3/1980,1506.252728
12/4/1980,1390.390066
12/5/1980,1293.837847
12/6/1980,1224.023166
12/7/1980,1152.723066
12/8/1980,1096.277154
12/9/1980,1059.141685
12/10/1980,1084.393804
12/11/1980,1258.187797
12/12/1980,1400.787997
12/13/1980,1426.040116
12/14/1980,1595.377853
12/15/1980,1714.211353
12/16/1980,1714.211353
12/17/1980,1654.794603
12/18/1980,1550.815291
12/19/1980,1442.379722
12/20/1980,1341.371247
12/21/1980,1271.556566
12/22/1980,1226.994004
12/23/1980,1235.906516
12/24/1980,1347.312922
12/25/1980,1408.215091
12/26/1980,1442.379722
12/27/1980,1550.815291
12/28/1980,2219.253727
12/29/1980,3036.234038
12/30/1980,3570.984788
12/31/1980,3704.672475
1/1/1981,3882.922725
1/2/1981,3808.651787
1/3/1981,3556.1306
1/4/1981,3095.650788
1/5/1981,2739.150289
1/6/1981,2427.212352
1/7/1981,2189.545352
1/8/1981,2070.711852
1/9/1981,1981.586728
1/10/1981,1951.878353
1/11/1981,1922.169978
1/12/1981,1862.753228
1/13/1981,1758.773915
1/14/1981,1610.232041
1/15/1981,1535.961103
1/16/1981,1550.815291
1/17/1981,1595.377853
1/18/1981,1580.523666
1/19/1981,1535.961103
1/20/1981,1491.398541
1/21/1981,1521.106916
1/22/1981,1639.940416
1/23/1981,1684.502978
1/24/1981,1773.628103
1/25/1981,2011.295103
1/26/1981,2085.56604
1/27/1981,1996.440915
1/28/1981,1907.31579
1/29/1981,1877.607415
1/30/1981,1803.336478
1/31/1981,1729.06554
2/1/1981,1699.357165
2/2/1981,1743.919728
2/3/1981,1981.586728
2/4/1981,2204.39954
2/5/1981,2382.649789
2/6/1981,2560.900039
2/7/1981,2531.191664
2/8/1981,2382.649789
2/9/1981,2234.107915
2/10/1981,2115.274415
2/11/1981,2263.81629
2/12/1981,2798.567039
2/13/1981,3244.192663
2/14/1981,3808.651787
2/15/1981,4447.381849
2/16/1981,4863.299098
2/17/1981,4952.424223
2/18/1981,4432.527661
2/19/1981,3600.693163
2/20/1981,3080.796601
2/21/1981,2976.817289
2/22/1981,3749.235037
2/23/1981,4491.944411
2/24/1981,5294.070535
2/25/1981,5917.946409
2/26/1981,6259.592721
2/27/1981,6185.321784
2/28/1981,5100.966098
3/1/1981,4001.756225
3/2/1981,3259.046851
3/3/1981,2694.587726
3/4/1981,2442.066539
3/5/1981,2352.941414
3/6/1981,2382.649789
3/7/1981,2382.649789
3/8/1981,2635.170977
3/9/1981,3036.234038
3/10/1981,3184.775913
3/11/1981,2961.963101
3/12/1981,2605.462602
3/13/1981,2293.524665
3/14/1981,2085.56604
3/15/1981,1937.024165
3/16/1981,1818.190665
3/17/1981,1714.211353
3/18/1981,1625.086228
3/19/1981,1550.815291
3/20/1981,1491.398541
3/21/1981,1461.690166
3/22/1981,1414.156766
3/23/1981,1405.244253
3/24/1981,1434.952628
3/25/1981,1439.408885
3/26/1981,1595.377853
3/27/1981,2263.81629
3/28/1981,2857.983789
3/29/1981,2947.108914
3/30/1981,2590.608414
3/31/1981,2159.836977
4/1/1981,1951.878353
4/2/1981,1922.169978
4/3/1981,1951.878353
4/4/1981,1951.878353
4/5/1981,1966.73254
4/6/1981,2011.295103
4/7/1981,1966.73254
4/8/1981,1788.48229
4/9/1981,1699.357165
4/10/1981,1669.648791
4/11/1981,1669.648791
4/12/1981,1669.648791
4/13/1981,1625.086228
4/14/1981,1580.523666
4/15/1981,1521.106916
4/16/1981,1433.46721
4/17/1981,1345.827503
4/18/1981,1246.304447
4/19/1981,1140.839716
4/20/1981,1051.714591
4/21/1981,1007.152029
4/22/1981,978.9290728
4/23/1981,952.1915353
4/24/1981,940.3081853
4/25/1981,916.5414854
4/26/1981,919.5123229
4/27/1981,910.5998104
4/28/1981,888.3185292
4/29/1981,846.7268042
4/30/1981,827.4163605
5/1/1981,797.7079856
5/2/1981,750.1745856
5/3/1981,656.5932045
5/4/1981,594.2056171
5/5/1981,548.1576359
5/6/1981,524.390936
5/7/1981,568.9534984
5/8/1981,793.2517293
5/9/1981,846.7268042
5/10/1981,806.620498
5/11/1981,901.6872979
5/12/1981,980.4144915
5/13/1981,821.4746855
5/14/1981,726.4078857
5/15/1981,711.5536982
5/16/1981,864.5518292
5/17/1981,950.7061166
5/18/1981,745.7183294
5/19/1981,592.7201984
5/20/1981,561.5264047
5/21/1981,978.9290728
5/22/1981,1173.518929
5/23/1981,970.0165603
5/24/1981,907.6289729
5/25/1981,897.2310417
5/26/1981,772.4558668
5/27/1981,647.680692
5/28/1981,710.0682794
5/29/1981,1093.306316
5/30/1981,2159.836977
5/31/1981,3496.71385
6/1/1981,3808.651787
6/2/1981,3541.276413
6/3/1981,3036.234038
6/4/1981,2843.129601
6/5/1981,2486.629102
6/6/1981,2456.920727
6/7/1981,2204.39954
6/8/1981,2130.128602
6/9/1981,2367.795602
6/10/1981,2664.879352
6/11/1981,2338.087227
6/12/1981,1847.89904
6/13/1981,1654.794603
6/14/1981,1565.669478
6/15/1981,1139.354298
6/16/1981,891.2893667
6/17/1981,741.2620731
6/18/1981,653.622367
6/19/1981,661.0494608
6/20/1981,793.2517293
6/21/1981,1108.160504
6/22/1981,1289.381591
6/23/1981,1311.662872
6/24/1981,1078.452129
6/25/1981,840.7851292
6/26/1981,721.9516294
6/27/1981,632.8265045
6/28/1981,515.4784235
6/29/1981,426.3532986
6/30/1981,366.9365487
7/1/1981,328.3156613
7/2/1981,303.0635425
7/3/1981,322.3739863
7/4/1981,497.6533985
7/5/1981,1004.181191
7/6/1981,1085.879223
7/7/1981,2026.14929
7/8/1981,3660.109913
7/9/1981,4105.735537
7/10/1981,4417.673474
7/11/1981,4536.506974
7/12/1981,3452.151288
7/13/1981,1892.461603
7/14/1981,1195.80021
7/15/1981,931.3956729
7/16/1981,763.5433544
7/17/1981,754.6308419
7/18/1981,632.8265045
7/19/1981,543.7013797
7/20/1981,502.1096547
7/21/1981,513.9930047
7/22/1981,467.9450235
7/23/1981,424.8678799
7/24/1981,426.3532986
7/25/1981,589.7493609
7/26/1981,664.0202983
7/27/1981,607.5743858
7/28/1981,456.0616736
7/29/1981,405.5574361
7/30/1981,585.2931046
7/31/1981,778.3975418
8/1/1981,617.9723171
8/2/1981,540.7305422
8/3/1981,574.8951734
8/4/1981,512.507586
8/5/1981,420.4116236
8/6/1981,363.9657112
8/7/1981,347.626105
8/8/1981,439.7220673
8/9/1981,469.4304423
8/10/1981,613.5160608
8/11/1981,735.3203981
8/12/1981,2427.212352
8/13/1981,4581.069536
8/14/1981,5487.174972
8/15/1981,6229.884346
8/16/1981,6853.76022
8/17/1981,7433.073532
8/18/1981,7061.718845
8/19/1981,4833.590723
8/20/1981,4818.736536
8/21/1981,5487.174972
8/22/1981,6111.050846
8/23/1981,6675.509971
8/24/1981,7715.303094
8/25/1981,8873.929717
8/26/1981,9720.618404
8/27/1981,10240.51497
8/28/1981,10151.38984
8/29/1981,8086.657781
8/30/1981,5353.487285
8/31/1981,3169.921726
9/1/1981,2308.378852
9/2/1981,1892.461603
9/3/1981,1758.773915
9/4/1981,1833.044853
9/5/1981,1788.48229
9/6/1981,1595.377853
9/7/1981,1521.106916
9/8/1981,1356.225435
9/9/1981,1342.856666
9/10/1981,1476.544353
9/11/1981,2442.066539
9/12/1981,3600.693163
9/13/1981,4090.881349
9/14/1981,4358.256724
9/15/1981,3155.067538
9/16/1981,1877.607415
9/17/1981,1461.690166
9/18/1981,1341.371247
9/19/1981,1287.896172
9/20/1981,1139.354298
9/21/1981,1022.006216
9/22/1981,897.2310417
9/23/1981,817.0184293
9/24/1981,762.0579356
9/25/1981,708.5828607
9/26/1981,664.0202983
9/27/1981,640.2535983
9/28/1981,579.3514296
9/29/1981,531.8180297
9/30/1981,508.0513297
10/1/1981,488.740886
10/2/1981,467.9450235
10/3/1981,450.1199986
10/4/1981,438.2366486
10/5/1981,424.8678799
10/6/1981,402.5865986
10/7/1981,387.7324112
10/8/1981,374.3636424
10/9/1981,363.9657112
10/10/1981,360.9948737
10/11/1981,362.4802925
10/12/1981,362.4802925
10/13/1981,358.0240362
10/14/1981,352.0823612
10/15/1981,344.6552675
10/16/1981,337.2281737
10/17/1981,337.2281737
10/18/1981,334.2573362
10/19/1981,325.3448238
10/20/1981,322.3739863
10/21/1981,322.3739863
10/22/1981,317.91773
10/23/1981,325.3448238
10/24/1981,309.0052175
10/25/1981,349.1115237
10/26/1981,355.0531987
10/27/1981,423.3824611
10/28/1981,435.2658111
10/29/1981,713.0391169
10/30/1981,1188.373116
10/31/1981,2412.358164
11/1/1981,3110.504976
11/2/1981,3303.609413
11/3/1981,2308.378852
11/4/1981,1550.815291
11/5/1981,1143.810554
11/6/1981,980.4144915
11/7/1981,916.5414854
11/8/1981,877.9205979
11/9/1981,870.4935042
11/10/1981,898.7164604
11/11/1981,869.0080854
11/12/1981,819.9892668
11/13/1981,713.0391169
11/14/1981,615.0014796
11/15/1981,576.3805921
11/16/1981,549.6430547
11/17/1981,536.2742859
11/18/1981,536.2742859
11/19/1981,543.7013797
11/20/1981,551.1284734
11/21/1981,560.0409859
11/22/1981,588.2639421
11/23/1981,620.9431546
11/24/1981,641.739017
11/25/1981,626.8848296
11/26/1981,612.0306421
11/27/1981,603.1181296
11/28/1981,632.8265045
11/29/1981,684.8161607
11/30/1981,665.505717
12/1/1981,656.5932045
12/2/1981,692.2432545
12/3/1981,735.3203981
12/4/1981,747.2037481
12/5/1981,753.1454231
12/6/1981,834.8434542
12/7/1981,869.0080854
12/8/1981,834.8434542
12/9/1981,779.8829606
12/10/1981,730.8641419
12/11/1981,698.1849295
12/12/1981,671.447392
12/13/1981,637.2827608
12/14/1981,635.797342
12/15/1981,757.6016794
12/16/1981,1016.064541
12/17/1981,1212.139816
12/18/1981,1818.190665
12/19/1981,3125.359163
12/20/1981,3749.235037
12/21/1981,3912.6311
12/22/1981,3392.734538
12/23/1981,2620.316789
12/24/1981,2159.836977
12/25/1981,2234.107915
12/26/1981,2709.441914
12/27/1981,2857.983789
12/28/1981,3229.338476
12/29/1981,4016.610412
12/30/1981,4610.777911
12/31/1981,5071.257723
1/1/1982,5323.77891
1/2/1982,4833.590723
1/3/1982,4670.194661
1/4/1982,5576.300097
1/5/1982,6660.655783
1/6/1982,7626.177969
1/7/1982,8339.178968
1/8/1982,8977.90903
1/9/1982,9765.180966
1/10/1982,10849.53665
1/11/1982,12156.70515
1/12/1982,13315.33177
1/13/1982,13939.20765
1/14/1982,13954.06183
1/15/1982,13151.93571
1/16/1982,10626.72384
1/17/1982,7967.824281
1/18/1982,6066.488284
1/19/1982,5338.633098
1/20/1982,4907.861661
1/21/1982,4803.882348
1/22/1982,5011.840973
1/23/1982,5502.02916
1/24/1982,6140.759221
1/25/1982,6853.76022
1/26/1982,7596.469594
1/27/1982,8205.491281
1/28/1982,8740.24203
1/29/1982,9289.846967
1/30/1982,9765.180966
1/31/1982,10077.1189
2/1/1982,10195.9524
2/2/1982,9987.993778
2/3/1982,9542.368154
2/4/1982,8695.679468
2/5/1982,7685.594719
2/6/1982,7180.552345
2/7/1982,7343.948407
2/8/1982,7997.532656
2/9/1982,8844.221342
2/10/1982,9809.743528
2/11/1982,10611.86965
2/12/1982,11280.30809
2/13/1982,11963.60071
2/14/1982,12245.83027
2/15/1982,12008.16328
2/16/1982,11369.43321
2/17/1982,10790.1199
2/18/1982,10359.34847
2/19/1982,10077.1189
2/20/1982,9898.868653
2/21/1982,9794.889341
2/22/1982,9809.743528
2/23/1982,9869.160278
2/24/1982,9898.868653
2/25/1982,9809.743528
2/26/1982,9497.805591
2/27/1982,9037.32578
2/28/1982,8324.324781
3/1/1982,7433.073532
3/2/1982,6868.614408
3/3/1982,6942.885345
3/4/1982,7418.219344
3/5/1982,7967.824281
3/6/1982,8487.720843
3/7/1982,8903.638092
3/8/1982,9081.888342
3/9/1982,9141.305092
3/10/1982,9274.992779
3/11/1982,9586.930716
3/12/1982,10121.68147
3/13/1982,10923.80759
3/14/1982,11859.6214
3/15/1982,12721.16427
3/16/1982,13122.22734
3/17/1982,12795.43521
3/18/1982,12008.16328
3/19/1982,11042.64109
3/20/1982,10106.82728
3/21/1982,9245.284404
3/22/1982,8250.053843
3/23/1982,7269.67747
3/24/1982,6690.364158
3/25/1982,6616.093221
3/26/1982,6749.780908
3/27/1982,6809.197658
3/28/1982,6660.655783
3/29/1982,6244.738534
3/30/1982,5442.61241
3/31/1982,4595.923724
4/1/1982,4016.610412
4/2/1982,3719.526662
4/3/1982,3630.401538
4/4/1982,3452.151288
4/5/1982,3140.213351
4/6/1982,2902.546351
4/7/1982,2709.441914
4/8/1982,2546.045852
4/9/1982,2456.920727
4/10/1982,2442.066539
4/11/1982,2442.066539
4/12/1982,2754.004476
4/13/1982,3036.234038
4/14/1982,3036.234038
4/15/1982,2843.129601
4/16/1982,2575.754227
4/17/1982,2338.087227
4/18/1982,2204.39954
4/19/1982,2159.836977
4/20/1982,2234.107915
4/21/1982,2620.316789
4/22/1982,2843.129601
4/23/1982,2843.129601
4/24/1982,2932.254726
4/25/1982,2857.983789
4/26/1982,2768.858664
4/27/1982,2872.837976
4/28/1982,3229.338476
4/29/1982,4076.027162
4/30/1982,5219.799598
5/1/1982,6036.779909
5/2/1982,7076.573032
5/3/1982,7982.678469
5/4/1982,8175.782906
5/5/1982,6541.822283
5/6/1982,4462.236036
5/7/1982,3273.901038
5/8/1982,2754.004476
5/9/1982,2367.795602
5/10/1982,2041.003477
5/11/1982,1818.190665
5/12/1982,1669.648791
5/13/1982,1550.815291
5/14/1982,1446.835978
5/15/1982,1332.458735
5/16/1982,1210.654397
5/17/1982,1109.645923
5/18/1982,1099.247991
5/19/1982,1063.597941
5/20/1982,1128.956366
5/21/1982,1301.264941
5/22/1982,1246.304447
5/23/1982,1142.325135
5/24/1982,1106.675085
5/25/1982,1102.218829
5/26/1982,1189.858535
5/27/1982,1699.357165
5/28/1982,2575.754227
5/29/1982,3348.171976
5/30/1982,3823.505975
5/31/1982,4194.860662
